frame,target_track_id,other_track_id,other_x,other_y,other_label,relative_x,relative_y,distance_to_target
4017,1,3,74.0,22.5,Pedestrian,-178.5,-6.5,178.61830813217327
4017,1,4,294.0,30.0,Pedestrian,41.5,1.0,41.512046444375635
4017,1,6,811.0,250.0,Pedestrian,558.5,221.0,600.6357048994007
4017,1,8,1622.0,296.5,Pedestrian,1369.5,267.5,1395.3804140806908
4017,1,10,219.5,227.5,Pedestrian,-33.0,198.5,201.22437725086888
4017,1,11,1863.0,806.5,Pedestrian,1610.5,777.5,1788.3558091162954
4017,1,16,211.5,192.0,Pedestrian,-41.0,163.0,168.0773631397161
4017,1,21,1084.5,912.5,Pedestrian,832.0,883.5,1213.588171498058
4017,1,24,746.0,448.0,Pedestrian,493.5,419.0,647.381842501008
4017,1,27,246.0,203.5,Pedestrian,-6.5,174.5,174.62101820800382
4017,1,43,1473.5,771.5,Pedestrian,1221.0,742.5,1429.0371758635254
4017,1,54,1609.5,444.5,Pedestrian,1357.0,415.5,1419.1861223955088
4017,1,55,18.5,38.5,Pedestrian,-234.0,9.5,234.19276248424075
4017,1,78,1694.0,288.5,Pedestrian,1441.5,259.5,1464.6714648684872
4017,1,80,1516.5,581.0,Pedestrian,1264.0,552.0,1379.2751719653334
4017,1,81,60.5,305.5,Biker,-192.0,276.5,336.62479112507447
4017,1,82,1047.5,905.0,Pedestrian,795.0,876.0,1182.9628058396427
4018,1,2,1156.0,582.5,Biker,903.5,553.5,1059.5633534621702
4018,1,3,72.5,22.5,Pedestrian,-180.0,-6.5,180.11732287595217
4018,1,4,294.0,31.0,Pedestrian,41.5,2.0,41.548164821084455
4018,1,6,808.0,250.0,Pedestrian,555.5,221.0,597.847179469804
4018,1,8,1622.0,296.5,Pedestrian,1369.5,267.5,1395.3804140806908
4018,1,10,219.5,227.5,Pedestrian,-33.0,198.5,201.22437725086888
4018,1,11,1863.0,808.0,Pedestrian,1610.5,779.0,1789.0084544238464
4018,1,16,211.5,192.0,Pedestrian,-41.0,163.0,168.0773631397161
4018,1,21,1083.0,914.0,Pedestrian,830.5,885.0,1213.6536779493563
4018,1,24,746.0,448.0,Pedestrian,493.5,419.0,647.381842501008
4018,1,27,246.0,203.5,Pedestrian,-6.5,174.5,174.62101820800382
4018,1,43,1473.5,771.5,Pedestrian,1221.0,742.5,1429.0371758635254
4018,1,54,1609.5,444.5,Pedestrian,1357.0,415.5,1419.1861223955088
4018,1,55,18.5,38.5,Pedestrian,-234.0,9.5,234.19276248424075
4018,1,78,1695.0,288.5,Pedestrian,1442.5,259.5,1465.655655329723
4018,1,80,1516.5,583.5,Pedestrian,1264.0,554.5,1380.2775988908897
4018,1,81,60.5,305.5,Biker,-192.0,276.5,336.62479112507447
4018,1,82,1046.0,906.0,Pedestrian,793.5,877.0,1182.6966009928328
4019,1,2,1153.5,584.0,Biker,898.0,555.0,1055.6651931365361
4019,1,3,71.0,22.5,Pedestrian,-184.5,-6.5,184.61446313872594
4019,1,4,294.0,32.5,Pedestrian,38.5,3.5,38.658763560155414
4019,1,6,807.0,250.0,Pedestrian,551.5,221.0,594.1323505751895
4019,1,8,1622.0,296.5,Pedestrian,1366.5,267.5,1392.4361744798216
4019,1,10,219.5,227.5,Pedestrian,-36.0,198.5,201.73807275772216
4019,1,11,1864.0,808.0,Pedestrian,1608.5,779.0,1787.208227935402
4019,1,16,211.5,192.0,Pedestrian,-44.0,163.0,168.8342382338369
4019,1,21,1081.5,914.0,Pedestrian,826.0,885.0,1210.5787871923083
4019,1,24,746.0,448.0,Pedestrian,490.5,419.0,645.0978607932288
4019,1,27,246.0,203.5,Pedestrian,-9.5,174.5,174.758404661979
4019,1,43,1473.5,771.5,Pedestrian,1218.0,742.5,1426.4747631837024
