frame,target_track_id,target_x,target_y,target_label,min_distance_to_pedestrian
4049,1,244.5,23.5,Pedestrian,25.656383221335
4050,1,241.5,23.5,Pedestrian,27.408940147331492
4051,1,241.5,23.5,Pedestrian,25.656383221335
4052,1,241.5,23.5,Pedestrian,26.92582403567252
4053,1,239.0,23.5,Pedestrian,29.124731758421397
4054,1,239.0,23.5,Pedestrian,27.536339626028727
4055,1,239.0,23.5,Pedestrian,27.536339626028727
4056,1,236.0,23.5,Pedestrian,29.154759474226502
4057,1,236.0,23.5,Pedestrian,28.412145290350743
4058,1,233.5,23.5,Pedestrian,29.154759474226502
4059,1,233.5,23.5,Pedestrian,29.5296461204668
4060,1,233.5,23.5,Pedestrian,28.848743473503312
4061,1,230.5,23.5,Pedestrian,31.132780152116194
4062,1,230.5,23.5,Pedestrian,29.75315109362368
4063,1,230.5,23.5,Pedestrian,29.75315109362368
4064,1,228.0,23.5,Pedestrian,30.18691769624716
4065,1,228.0,23.5,Pedestrian,30.923292192132454
4066,1,228.0,23.5,Pedestrian,31.48412298286233
4067,1,225.0,23.5,Pedestrian,32.65348373451139
4068,1,225.0,23.5,Pedestrian,31.48412298286233
4069,1,222.5,23.5,Pedestrian,32.44225639501667
4070,1,222.5,23.5,Pedestrian,34.73110997362451
4071,1,222.5,23.5,Pedestrian,33.83784863137726
4072,1,219.5,23.5,Pedestrian,33.83784863137726
4073,1,219.5,23.5,Pedestrian,33.83784863137726
4074,1,219.5,23.5,Pedestrian,33.10966626228661
4075,1,217.0,23.5,Pedestrian,33.83784863137726
4076,1,217.0,23.5,Pedestrian,32.984845004941285
4077,1,217.0,23.5,Pedestrian,32.984845004941285
4078,1,214.0,23.5,Pedestrian,33.10966626228661
4079,1,214.0,23.5,Pedestrian,33.10966626228661
4080,1,214.0,26.0,Pedestrian,30.008332176247315
4081,1,211.5,26.0,Pedestrian,30.56550343115585
4082,1,208.5,26.0,Pedestrian,32.626676202150904
4083,1,208.5,26.0,Pedestrian,32.626676202150904
4084,1,206.0,26.0,Pedestrian,32.5
4085,1,206.0,26.0,Pedestrian,32.5
4086,1,203.0,26.0,Pedestrian,32.626676202150904
4087,1,200.5,26.0,Pedestrian,33.36540124140574
4088,1,200.5,26.0,Pedestrian,32.5
4089,1,197.5,26.0,Pedestrian,33.36540124140574
4090,1,197.5,28.0,Pedestrian,30.700162866017504
4091,1,195.0,28.0,Pedestrian,31.48412298286233
4092,1,192.0,28.0,Pedestrian,31.48412298286233
4093,1,192.0,28.0,Pedestrian,32.626676202150904
4094,1,189.5,28.0,Pedestrian,33.36540124140574
4095,1,189.5,28.0,Pedestrian,32.5
4096,1,186.5,28.0,Pedestrian,33.36540124140574
4097,1,184.0,28.0,Pedestrian,33.36540124140574
4098,1,184.0,28.0,Pedestrian,33.36540124140574
4099,1,181.0,28.0,Pedestrian,33.36540124140574
4100,1,181.0,30.0,Pedestrian,31.48412298286233
4101,1,178.5,30.0,Pedestrian,31.48412298286233
4102,1,175.5,30.0,Pedestrian,32.65348373451139
4103,1,175.5,30.0,Pedestrian,31.48412298286233
4104,1,173.0,30.0,Pedestrian,35.19232870953555
4105,1,173.0,30.0,Pedestrian,34.311076928595526
4106,1,170.0,30.0,Pedestrian,35.387144558440994
4107,1,167.5,30.0,Pedestrian,35.19232870953555
4108,1,167.5,30.0,Pedestrian,35.19232870953555
4109,1,164.5,30.0,Pedestrian,35.387144558440994
4110,1,164.5,32.5,Pedestrian,33.1058907144937
4111,1,162.0,30.0,Pedestrian,35.19232870953555
4112,1,159.0,30.0,Pedestrian,36.44859393721519
4113,1,159.0,30.0,Pedestrian,35.387144558440994
4114,1,156.5,30.0,Pedestrian,36.44859393721519
4115,1,156.5,30.0,Pedestrian,37.04726710568541
4116,1,153.5,30.0,Pedestrian,37.23237838226293
4117,1,151.0,30.0,Pedestrian,38.242646351945886
4118,1,151.0,30.0,Pedestrian,37.04726710568541
4119,1,148.0,30.0,Pedestrian,38.242646351945886
4120,1,148.0,30.0,Pedestrian,37.23237838226293
4121,1,145.5,30.0,Pedestrian,38.242646351945886
4122,1,142.5,30.0,Pedestrian,38.242646351945886
4123,1,142.5,30.0,Pedestrian,38.242646351945886
4124,1,140.0,30.0,Pedestrian,38.242646351945886
4125,1,140.0,30.0,Pedestrian,38.242646351945886
4126,1,137.0,30.0,Pedestrian,38.242646351945886
4127,1,134.5,30.0,Pedestrian,41.14911906711977
4128,1,134.5,30.0,Pedestrian,40.05621050473946
4129,1,131.5,30.0,Pedestrian,41.382363393117124
4130,1,131.5,30.0,Pedestrian,40.05621050473946
4131,1,129.0,30.0,Pedestrian,41.14911906711977
4132,1,126.0,30.0,Pedestrian,41.382363393117124
4133,1,126.0,30.0,Pedestrian,41.382363393117124
4134,1,123.5,30.0,Pedestrian,41.14911906711977
4135,1,123.5,30.0,Pedestrian,41.14911906711977
4136,1,120.5,30.0,Pedestrian,41.382363393117124
4137,1,118.0,30.0,Pedestrian,42.61748467472007
4138,1,118.0,30.0,Pedestrian,42.933087473416116
4139,1,115.0,30.0,Pedestrian,43.15669125408017
4140,1,115.0,30.0,Pedestrian,43.15669125408017
4141,1,112.5,30.0,Pedestrian,42.933087473416116
4142,1,109.5,30.0,Pedestrian,44.34241761564202
4143,1,109.5,30.0,Pedestrian,43.15669125408017
4144,1,107.0,30.0,Pedestrian,44.34241761564202
4145,1,104.0,30.0,Pedestrian,44.34241761564202
4146,1,104.0,30.0,Pedestrian,44.34241761564202
4147,1,101.5,30.0,Pedestrian,44.34241761564202
4148,1,98.5,32.5,Pedestrian,43.829214001622255
4149,1,98.5,32.5,Pedestrian,44.77722635447622
4150,1,96.0,32.5,Pedestrian,46.05702986515739
4151,1,96.0,32.5,Pedestrian,44.77722635447622
4152,1,93.0,32.5,Pedestrian,46.32493928760188
4153,1,90.5,32.5,Pedestrian,46.05702986515739
4154,1,90.5,32.5,Pedestrian,46.05702986515739
4155,1,87.5,35.0,Pedestrian,44.24081825644729
4156,1,85.0,35.0,Pedestrian,44.02839992550263
4157,1,85.0,35.0,Pedestrian,43.96020928066653
4158,1,82.0,35.0,Pedestrian,41.140004861448425
4159,1,79.5,35.0,Pedestrian,38.74596753211875
4160,1,79.5,35.0,Pedestrian,38.74596753211875
4161,1,76.5,35.0,Pedestrian,35.892199709686224
4162,1,76.5,35.0,Pedestrian,35.892199709686224
4163,1,74.0,37.0,Pedestrian,34.27097897638759
4164,1,71.0,37.0,Pedestrian,31.535694062442957
4165,1,71.0,37.0,Pedestrian,31.535694062442957
4166,1,68.5,37.0,Pedestrian,29.295904150580505
4167,1,65.5,37.0,Pedestrian,26.669270706189174
4168,1,65.5,37.0,Pedestrian,26.669270706189174
4169,1,63.0,37.0,Pedestrian,24.545875417267155
4170,1,63.0,39.0,Pedestrian,25.700194551792794
4171,1,60.0,39.0,Pedestrian,23.37733945512192
4172,1,60.0,39.0,Pedestrian,23.37733945512192
4173,1,57.5,39.0,Pedestrian,21.569654610122992
4174,1,57.5,39.0,Pedestrian,21.569654610122992
4175,1,57.5,39.0,Pedestrian,21.569654610122992
4176,1,54.5,39.0,Pedestrian,19.60229578391266
4177,1,54.5,39.0,Pedestrian,19.60229578391266
4178,1,52.0,39.0,Pedestrian,18.179658962697843
4179,1,52.0,39.0,Pedestrian,18.179658962697843
4180,1,52.0,39.0,Pedestrian,18.179658962697843
4181,1,49.0,39.0,Pedestrian,16.80773631397161
4182,1,49.0,39.0,Pedestrian,16.80773631397161
4183,1,46.5,39.0,Pedestrian,16.00781059358212
4184,1,46.5,39.0,Pedestrian,16.00781059358212
4185,1,46.5,39.0,Pedestrian,16.00781059358212
4186,1,43.5,39.0,Pedestrian,15.532224567009067
4187,1,43.5,39.0,Pedestrian,15.532224567009067
4188,1,41.0,39.0,Pedestrian,15.572411502397436
4189,1,41.0,39.0,Pedestrian,15.572411502397436
4190,1,41.0,39.0,Pedestrian,15.572411502397436
4191,1,38.0,37.0,Pedestrian,14.230249470757707
4192,1,38.0,37.0,Pedestrian,14.230249470757707
4193,1,36.5,37.0,Pedestrian,14.773286702694158
4194,1,36.5,37.0,Pedestrian,14.773286702694158
4195,1,36.5,37.0,Pedestrian,14.773286702694158
4196,1,34.0,37.0,Pedestrian,15.953056133543816
4197,1,34.0,37.0,Pedestrian,15.953056133543816
4198,1,33.0,37.0,Pedestrian,16.507574019219177
4199,1,33.0,37.0,Pedestrian,16.507574019219177
4200,1,33.0,37.0,Pedestrian,16.507574019219177
4201,1,33.0,37.0,Pedestrian,16.507574019219177
4202,1,33.0,37.0,Pedestrian,16.507574019219177
4203,1,33.0,37.0,Pedestrian,16.507574019219177
4204,1,33.0,37.0,Pedestrian,16.507574019219177
4205,1,33.0,37.0,Pedestrian,16.507574019219177
4206,1,33.0,37.0,Pedestrian,16.507574019219177
4207,1,33.0,37.0,Pedestrian,16.507574019219177
4208,1,33.0,37.0,Pedestrian,16.507574019219177
4209,1,33.0,37.0,Pedestrian,16.507574019219177
4210,1,33.0,37.0,Pedestrian,16.507574019219177
4211,1,33.0,37.0,Pedestrian,16.507574019219177
4212,1,33.0,37.0,Pedestrian,16.507574019219177
4213,1,33.0,37.0,Pedestrian,16.507574019219177
4214,1,33.0,37.0,Pedestrian,16.507574019219177
4215,1,33.0,37.0,Pedestrian,16.507574019219177
4216,1,33.0,37.0,Pedestrian,16.507574019219177
4217,1,33.0,37.0,Pedestrian,16.507574019219177
4218,1,33.0,37.0,Pedestrian,16.507574019219177
4219,1,33.0,37.0,Pedestrian,16.507574019219177
4220,1,33.0,37.0,Pedestrian,16.507574019219177
4221,1,33.0,37.0,Pedestrian,16.507574019219177
4222,1,33.0,37.0,Pedestrian,16.507574019219177
4223,1,33.0,37.0,Pedestrian,16.507574019219177
4224,1,33.0,37.0,Pedestrian,16.507574019219177
4225,1,33.0,37.0,Pedestrian,16.507574019219177
4226,1,33.0,37.0,Pedestrian,16.507574019219177
4227,1,33.0,37.0,Pedestrian,16.507574019219177
4228,1,33.0,37.0,Pedestrian,16.507574019219177
4229,1,33.0,37.0,Pedestrian,16.507574019219177
4230,1,33.0,37.0,Pedestrian,16.507574019219177
4231,1,33.0,37.0,Pedestrian,16.507574019219177
4232,1,33.0,37.0,Pedestrian,16.507574019219177
4233,1,33.0,37.0,Pedestrian,16.507574019219177
4234,1,33.0,37.0,Pedestrian,16.507574019219177
4235,1,33.0,37.0,Pedestrian,16.507574019219177
4236,1,33.0,37.0,Pedestrian,16.507574019219177
4237,1,33.0,37.0,Pedestrian,16.507574019219177
4238,1,33.0,37.0,Pedestrian,16.507574019219177
4239,1,33.0,37.0,Pedestrian,16.507574019219177
4240,1,33.0,37.0,Pedestrian,16.507574019219177
4241,1,33.0,37.0,Pedestrian,16.507574019219177
4242,1,33.0,37.0,Pedestrian,16.507574019219177
4243,1,33.0,37.0,Pedestrian,16.507574019219177
4244,1,33.0,37.0,Pedestrian,16.507574019219177
4245,1,33.0,37.0,Pedestrian,16.507574019219177
4246,1,33.0,37.0,Pedestrian,16.507574019219177
4247,1,33.0,37.0,Pedestrian,16.507574019219177
4248,1,33.0,37.0,Pedestrian,16.507574019219177
4249,1,33.0,37.0,Pedestrian,16.507574019219177
4250,1,33.0,37.0,Pedestrian,16.507574019219177
4251,1,33.0,37.0,Pedestrian,16.507574019219177
4252,1,33.0,37.0,Pedestrian,16.507574019219177
4253,1,33.0,37.0,Pedestrian,16.507574019219177
4254,1,33.0,37.0,Pedestrian,16.507574019219177
4255,1,33.0,37.0,Pedestrian,16.507574019219177
4256,1,33.0,37.0,Pedestrian,16.507574019219177
4257,1,33.0,37.0,Pedestrian,16.507574019219177
4258,1,33.0,37.0,Pedestrian,16.507574019219177
4259,1,33.0,37.0,Pedestrian,16.507574019219177
4260,1,33.0,37.0,Pedestrian,16.507574019219177
4261,1,33.0,37.0,Pedestrian,16.507574019219177
4262,1,33.0,37.0,Pedestrian,16.507574019219177
4263,1,33.0,37.0,Pedestrian,16.507574019219177
4264,1,33.0,37.0,Pedestrian,16.507574019219177
4265,1,33.0,37.0,Pedestrian,16.507574019219177
4266,1,33.0,37.0,Pedestrian,16.507574019219177
4267,1,33.0,37.0,Pedestrian,16.507574019219177
4268,1,33.0,37.0,Pedestrian,16.507574019219177
4269,1,33.0,37.0,Pedestrian,16.507574019219177
4270,1,33.0,37.0,Pedestrian,16.507574019219177
4271,1,33.0,37.0,Pedestrian,16.507574019219177
4272,1,33.0,37.0,Pedestrian,16.507574019219177
4273,1,33.0,37.0,Pedestrian,16.507574019219177
4274,1,33.0,37.0,Pedestrian,16.507574019219177
4275,1,33.0,37.0,Pedestrian,16.507574019219177
4276,1,33.0,37.0,Pedestrian,16.507574019219177
4277,1,33.0,37.0,Pedestrian,16.507574019219177
4278,1,33.0,37.0,Pedestrian,16.507574019219177
4279,1,33.0,37.0,Pedestrian,16.507574019219177
4280,1,33.0,37.0,Pedestrian,16.507574019219177
4281,1,33.0,37.0,Pedestrian,16.507574019219177
4282,1,33.0,37.0,Pedestrian,16.507574019219177
4283,1,33.0,37.0,Pedestrian,16.507574019219177
4284,1,33.0,37.0,Pedestrian,16.507574019219177
4285,1,33.0,37.0,Pedestrian,16.507574019219177
4286,1,33.0,37.0,Pedestrian,16.507574019219177
4287,1,33.0,37.0,Pedestrian,16.507574019219177
4288,1,33.0,37.0,Pedestrian,16.507574019219177
4289,1,33.0,37.0,Pedestrian,16.507574019219177
4290,1,33.0,37.0,Pedestrian,16.507574019219177
4291,1,33.0,37.0,Pedestrian,16.507574019219177
4292,1,33.0,37.0,Pedestrian,16.507574019219177
4293,1,33.0,37.0,Pedestrian,16.507574019219177
4294,1,33.0,37.0,Pedestrian,16.507574019219177
4295,1,33.0,37.0,Pedestrian,16.507574019219177
4296,1,33.0,37.0,Pedestrian,16.507574019219177
4297,1,33.0,37.0,Pedestrian,16.507574019219177
4298,1,33.0,37.0,Pedestrian,16.507574019219177
4299,1,33.0,37.0,Pedestrian,16.507574019219177
4300,1,33.0,37.0,Pedestrian,16.507574019219177
4301,1,33.0,37.0,Pedestrian,16.507574019219177
4302,1,33.0,37.0,Pedestrian,16.507574019219177
4303,1,33.0,37.0,Pedestrian,16.507574019219177
4304,1,33.0,37.0,Pedestrian,16.507574019219177
4305,1,33.0,37.0,Pedestrian,16.507574019219177
4306,1,33.0,37.0,Pedestrian,16.507574019219177
4307,1,33.0,37.0,Pedestrian,16.507574019219177
4308,1,33.0,37.0,Pedestrian,16.507574019219177
4309,1,33.0,37.0,Pedestrian,16.507574019219177
4310,1,33.0,37.0,Pedestrian,16.507574019219177
4311,1,33.0,37.0,Pedestrian,16.507574019219177
4312,1,33.0,37.0,Pedestrian,16.507574019219177
4313,1,33.0,37.0,Pedestrian,16.507574019219177
4314,1,33.0,37.0,Pedestrian,16.507574019219177
4315,1,33.0,37.0,Pedestrian,16.507574019219177
4316,1,33.0,37.0,Pedestrian,16.507574019219177
4317,1,33.0,37.0,Pedestrian,16.507574019219177
4318,1,33.0,37.0,Pedestrian,16.507574019219177
4319,1,33.0,37.0,Pedestrian,16.507574019219177
4320,1,33.0,37.0,Pedestrian,16.507574019219177
4321,1,33.0,37.0,Pedestrian,16.507574019219177
4322,1,33.0,37.0,Pedestrian,16.507574019219177
4323,1,33.0,37.0,Pedestrian,16.507574019219177
4324,1,33.0,37.0,Pedestrian,16.507574019219177
4325,1,33.0,37.0,Pedestrian,16.507574019219177
4326,1,33.0,37.0,Pedestrian,16.507574019219177
4327,1,33.0,37.0,Pedestrian,16.507574019219177
4328,1,33.0,37.0,Pedestrian,16.507574019219177
4329,1,33.0,37.0,Pedestrian,16.507574019219177
4330,1,33.0,37.0,Pedestrian,16.507574019219177
4331,1,33.0,37.0,Pedestrian,16.507574019219177
4332,1,33.0,37.0,Pedestrian,16.507574019219177
4333,1,33.0,37.0,Pedestrian,16.507574019219177
4334,1,33.0,37.0,Pedestrian,16.507574019219177
4335,1,33.0,37.0,Pedestrian,16.507574019219177
4336,1,33.0,37.0,Pedestrian,16.507574019219177
4337,1,33.0,37.0,Pedestrian,16.507574019219177
4338,1,33.0,37.0,Pedestrian,16.507574019219177
4339,1,33.0,37.0,Pedestrian,16.507574019219177
4340,1,33.0,37.0,Pedestrian,16.507574019219177
4341,1,33.0,37.0,Pedestrian,16.507574019219177
4342,1,33.0,37.0,Pedestrian,16.507574019219177
4343,1,33.0,37.0,Pedestrian,16.507574019219177
4344,1,33.0,37.0,Pedestrian,16.507574019219177
4345,1,33.0,37.0,Pedestrian,16.507574019219177
4346,1,33.0,37.0,Pedestrian,16.507574019219177
4347,1,33.0,37.0,Pedestrian,16.507574019219177
4348,1,33.0,37.0,Pedestrian,16.507574019219177
4349,1,33.0,37.0,Pedestrian,16.507574019219177
4350,1,33.0,37.0,Pedestrian,16.507574019219177
4351,1,33.0,37.0,Pedestrian,16.507574019219177
4352,1,33.0,37.0,Pedestrian,16.507574019219177
4353,1,33.0,37.0,Pedestrian,16.507574019219177
4354,1,33.0,37.0,Pedestrian,16.507574019219177
4355,1,33.0,37.0,Pedestrian,16.507574019219177
4356,1,33.0,37.0,Pedestrian,16.507574019219177
4357,1,33.0,37.0,Pedestrian,16.507574019219177
4358,1,33.0,37.0,Pedestrian,16.507574019219177
4359,1,33.0,37.0,Pedestrian,16.507574019219177
4360,1,33.0,37.0,Pedestrian,16.507574019219177
4361,1,33.0,37.0,Pedestrian,16.507574019219177
4362,1,33.0,37.0,Pedestrian,16.507574019219177
4363,1,33.0,37.0,Pedestrian,16.507574019219177
4364,1,33.0,37.0,Pedestrian,16.507574019219177
4365,1,33.0,37.0,Pedestrian,16.507574019219177
4366,1,33.0,37.0,Pedestrian,16.507574019219177
4367,1,33.0,37.0,Pedestrian,16.507574019219177
4368,1,33.0,37.0,Pedestrian,16.507574019219177
4369,1,33.0,37.0,Pedestrian,16.507574019219177
4370,1,33.0,37.0,Pedestrian,16.507574019219177
4371,1,33.0,37.0,Pedestrian,16.507574019219177
4372,1,33.0,37.0,Pedestrian,16.507574019219177
4373,1,33.0,37.0,Pedestrian,16.507574019219177
4374,1,33.0,37.0,Pedestrian,16.507574019219177
4375,1,33.0,37.0,Pedestrian,16.507574019219177
4376,1,33.0,37.0,Pedestrian,16.507574019219177
4377,1,33.0,37.0,Pedestrian,16.507574019219177
4378,1,33.0,37.0,Pedestrian,16.507574019219177
4379,1,33.0,37.0,Pedestrian,16.507574019219177
4380,1,33.0,37.0,Pedestrian,16.507574019219177
4381,1,33.0,37.0,Pedestrian,16.507574019219177
4382,1,33.0,37.0,Pedestrian,16.507574019219177
4383,1,33.0,37.0,Pedestrian,16.507574019219177
4384,1,33.0,37.0,Pedestrian,16.507574019219177
4385,1,33.0,37.0,Pedestrian,16.507574019219177
4386,1,33.0,37.0,Pedestrian,16.507574019219177
4387,1,33.0,37.0,Pedestrian,16.507574019219177
4388,1,33.0,37.0,Pedestrian,16.507574019219177
4389,1,33.0,37.0,Pedestrian,16.507574019219177
4390,1,33.0,37.0,Pedestrian,16.507574019219177
4391,1,33.0,37.0,Pedestrian,16.507574019219177
4392,1,33.0,37.0,Pedestrian,16.507574019219177
4393,1,33.0,37.0,Pedestrian,16.507574019219177
4394,1,33.0,37.0,Pedestrian,16.507574019219177
4395,1,33.0,37.0,Pedestrian,16.507574019219177
4396,1,33.0,37.0,Pedestrian,16.507574019219177
4397,1,33.0,37.0,Pedestrian,16.507574019219177
4398,1,33.0,37.0,Pedestrian,16.507574019219177
4399,1,33.0,37.0,Pedestrian,16.507574019219177
4400,1,33.0,37.0,Pedestrian,16.507574019219177
4401,1,33.0,37.0,Pedestrian,16.507574019219177
4402,1,33.0,37.0,Pedestrian,16.507574019219177
4403,1,33.0,37.0,Pedestrian,16.507574019219177
4404,1,33.0,37.0,Pedestrian,16.507574019219177
4405,1,33.0,37.0,Pedestrian,16.507574019219177
4406,1,33.0,37.0,Pedestrian,16.507574019219177
4407,1,33.0,37.0,Pedestrian,16.507574019219177
4408,1,33.0,37.0,Pedestrian,16.507574019219177
4409,1,33.0,37.0,Pedestrian,16.507574019219177
4410,1,33.0,37.0,Pedestrian,16.507574019219177
4411,1,33.0,37.0,Pedestrian,16.507574019219177
4412,1,33.0,37.0,Pedestrian,16.507574019219177
4413,1,33.0,37.0,Pedestrian,16.507574019219177
4414,1,33.0,37.0,Pedestrian,16.507574019219177
4415,1,33.0,37.0,Pedestrian,16.507574019219177
4416,1,33.0,37.0,Pedestrian,16.507574019219177
4417,1,33.0,37.0,Pedestrian,16.507574019219177
4418,1,33.0,37.0,Pedestrian,16.507574019219177
4419,1,33.0,37.0,Pedestrian,16.507574019219177
4420,1,33.0,37.0,Pedestrian,16.507574019219177
4421,1,33.0,37.0,Pedestrian,16.507574019219177
4422,1,33.0,37.0,Pedestrian,16.507574019219177
4423,1,33.0,37.0,Pedestrian,16.507574019219177
4424,1,33.0,37.0,Pedestrian,16.507574019219177
4425,1,33.0,37.0,Pedestrian,16.507574019219177
4426,1,33.0,37.0,Pedestrian,16.507574019219177
4427,1,33.0,37.0,Pedestrian,16.507574019219177
4428,1,33.0,37.0,Pedestrian,16.507574019219177
4429,1,33.0,37.0,Pedestrian,16.507574019219177
4430,1,33.0,37.0,Pedestrian,16.507574019219177
4431,1,33.0,37.0,Pedestrian,16.507574019219177
4432,1,33.0,37.0,Pedestrian,16.507574019219177
4433,1,33.0,37.0,Pedestrian,16.507574019219177
4434,1,33.0,37.0,Pedestrian,16.507574019219177
4435,1,33.0,37.0,Pedestrian,16.507574019219177
4436,1,33.0,37.0,Pedestrian,16.507574019219177
4437,1,33.0,37.0,Pedestrian,16.507574019219177
4438,1,33.0,37.0,Pedestrian,16.507574019219177
4439,1,33.0,37.0,Pedestrian,16.507574019219177
4440,1,33.0,37.0,Pedestrian,16.507574019219177
4441,1,33.0,37.0,Pedestrian,16.507574019219177
4442,1,33.0,37.0,Pedestrian,16.507574019219177
4443,1,33.0,37.0,Pedestrian,16.507574019219177
4444,1,33.0,37.0,Pedestrian,16.507574019219177
4445,1,33.0,37.0,Pedestrian,16.507574019219177
4446,1,33.0,37.0,Pedestrian,16.507574019219177
4447,1,33.0,37.0,Pedestrian,16.507574019219177
4448,1,33.0,37.0,Pedestrian,16.507574019219177
4449,1,33.0,37.0,Pedestrian,16.507574019219177
4450,1,33.0,37.0,Pedestrian,16.507574019219177
4451,1,33.0,37.0,Pedestrian,16.507574019219177
4452,1,33.0,37.0,Pedestrian,16.507574019219177
4453,1,33.0,37.0,Pedestrian,16.507574019219177
4454,1,33.0,37.0,Pedestrian,16.507574019219177
4455,1,33.0,37.0,Pedestrian,16.507574019219177
4456,1,33.0,37.0,Pedestrian,16.507574019219177
4457,1,33.0,37.0,Pedestrian,16.507574019219177
4458,1,33.0,37.0,Pedestrian,16.507574019219177
4459,1,33.0,37.0,Pedestrian,16.507574019219177
4460,1,33.0,37.0,Pedestrian,16.507574019219177
4461,1,33.0,37.0,Pedestrian,16.507574019219177
4462,1,33.0,37.0,Pedestrian,16.507574019219177
4463,1,33.0,37.0,Pedestrian,16.507574019219177
4464,1,33.0,37.0,Pedestrian,16.507574019219177
4465,1,33.0,37.0,Pedestrian,16.507574019219177
4466,1,33.0,37.0,Pedestrian,16.507574019219177
4467,1,33.0,37.0,Pedestrian,16.507574019219177
4468,1,33.0,37.0,Pedestrian,16.507574019219177
4469,1,33.0,37.0,Pedestrian,16.507574019219177
4470,1,33.0,37.0,Pedestrian,16.507574019219177
4471,1,33.0,37.0,Pedestrian,16.507574019219177
4472,1,33.0,37.0,Pedestrian,16.507574019219177
4473,1,33.0,37.0,Pedestrian,16.507574019219177
4474,1,33.0,37.0,Pedestrian,16.507574019219177
4475,1,33.0,37.0,Pedestrian,16.507574019219177
4476,1,33.0,37.0,Pedestrian,16.507574019219177
4477,1,33.0,37.0,Pedestrian,16.507574019219177
4478,1,33.0,37.0,Pedestrian,16.507574019219177
4479,1,33.0,37.0,Pedestrian,16.507574019219177
4480,1,33.0,37.0,Pedestrian,16.507574019219177
4481,1,33.0,37.0,Pedestrian,16.507574019219177
4482,1,33.0,37.0,Pedestrian,16.507574019219177
4483,1,33.0,37.0,Pedestrian,16.507574019219177
4484,1,33.0,37.0,Pedestrian,16.507574019219177
4485,1,33.0,37.0,Pedestrian,16.507574019219177
4486,1,33.0,37.0,Pedestrian,16.507574019219177
4487,1,33.0,37.0,Pedestrian,16.507574019219177
4488,1,33.0,37.0,Pedestrian,16.507574019219177
4489,1,33.0,37.0,Pedestrian,16.507574019219177
4490,1,33.0,37.0,Pedestrian,16.507574019219177
4491,1,33.0,37.0,Pedestrian,16.507574019219177
4492,1,33.0,37.0,Pedestrian,16.507574019219177
4493,1,33.0,37.0,Pedestrian,16.507574019219177
4494,1,33.0,37.0,Pedestrian,16.507574019219177
4495,1,33.0,37.0,Pedestrian,16.507574019219177
4496,1,33.0,37.0,Pedestrian,16.507574019219177
4497,1,33.0,37.0,Pedestrian,16.507574019219177
